stock-code,reference-price,celling-price,floor-price,price,volume,total-volume,total-value,highest-price,lowest-price,average-price
TOP,2.4,2.7,2.1,0.0,0.0,0.0,0,0.0,0.0,0.0
TOS,52.0,59.8,44.2,53.0,0.1,0.1,5300,53.0,53.0,53.0
TOW,20.0,23.0,17.0,0.0,0.0,0.0,0,0.0,0.0,0.0
TPS,28.6,40.0,17.2,0.0,0.0,0.0,0,0.0,0.0,0.0
TQN,30.3,42.4,18.2,0.0,0.0,0.0,0,0.0,0.0,0.0
TQW,9.5,13.3,5.7,0.0,0.0,0.0,0,0.0,0.0,0.0
TR1,12.2,14.0,10.4,13.5,0.1,0.7,9150,13.5,13.0,13.1
TRS,38.6,44.3,32.9,0.0,0.0,0.0,0,0.0,0.0,0.0
TRT,10.0,14.0,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0
TS3,10.5,12.0,9.0,0.0,0.0,0.0,0,0.0,0.0,0.0
TS4,4.0,4.6,3.4,0.0,0.0,0.0,0,0.0,0.0,0.0
TS5,7.6,8.7,6.5,7.3,22.9,23.2,169330,7.6,7.0,7.3
TSD,12.1,13.9,10.3,0.0,0.0,0.0,0,0.0,0.0,0.0
TSG,14.0,16.1,11.9,0.0,0.0,0.0,0,0.0,0.0,0.0
TSJ,20.6,23.6,17.6,18.1,0.1,0.1,1810,18.1,18.1,18.1
TTD,54.3,62.4,46.2,50.1,0.1,0.1,5010,50.1,50.1,50.1
TTG,7.5,8.6,6.4,7.3,0.5,8.5,58380,7.4,6.6,6.9
TTN,24.0,27.6,20.4,23.7,0.3,55.0,1301670,24.0,23.5,23.7
TTP,47.9,55.0,40.8,0.0,0.0,0.0,0,0.0,0.0,0.0
TTS,9.5,10.9,8.1,10.1,0.1,0.1,1010,10.1,10.1,10.1
TUG,21.2,24.3,18.1,0.0,0.0,0.0,0,0.0,0.0,0.0
TV1,10.1,11.6,8.6,0.0,0.0,0.0,0,0.0,0.0,0.0
TV6,13.7,15.7,11.7,0.0,0.0,0.0,0,0.0,0.0,0.0
TVA,15.7,18.0,13.4,0.0,0.0,0.0,0,0.0,0.0,0.0
TVG,15.8,18.1,13.5,0.0,0.0,0.0,0,0.0,0.0,0.0
TVH,36.8,51.5,22.1,0.0,0.0,0.0,0,0.0,0.0,0.0
TVM,9.0,10.3,7.7,0.0,0.0,0.0,0,0.0,0.0,0.0
TVN,13.8,15.8,11.8,14.4,0.1,266.5,3753310,14.5,13.8,14.1
TVP,38.0,43.7,32.3,38.0,2.9,5.2,197600,38.0,38.0,38.0
TVW,17.7,20.3,15.1,20.2,0.1,0.1,2020,20.2,20.2,20.2
TW3,16.0,18.4,13.6,14.0,0.4,1.5,21020,14.1,14.0,14.0
UCT,7.0,8.0,6.0,8.0,0.1,0.1,800,8.0,8.0,8.0
UDJ,16.9,19.4,14.4,17.4,0.1,22.9,392960,17.5,16.9,17.2
UDL,15.0,21.0,9.0,0.0,0.0,0.0,0,0.0,0.0,0.0
UEM,33.1,38.0,28.2,0.0,0.0,0.0,0,0.0,0.0,0.0
UMC,10.0,14.0,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0
UPC,16.2,22.6,9.8,0.0,0.0,0.0,0,0.0,0.0,0.0
UPH,10.5,12.0,9.0,0.0,0.0,0.0,0,0.0,0.0,0.0
USC,11.5,13.2,9.8,9.8,0.1,0.7,6860,9.8,9.8,9.8
USD,13.2,15.1,11.3,13.2,11.1,11.1,146520,13.2,13.2,13.2
V11,2.5,2.8,2.2,0.0,0.0,0.0,0,0.0,0.0,0.0
V15,2.0,2.3,1.7,0.0,0.0,0.0,0,0.0,0.0,0.0
VAB,14.8,17.0,12.6,14.7,0.1,345.1,5027290,14.8,14.3,14.6
VAT,3.4,3.9,2.9,0.0,0.0,0.0,0,0.0,0.0,0.0
VAV,31.9,36.6,27.2,27.2,0.1,0.1,2720,27.2,27.2,27.2
VBB,17.1,19.6,14.6,17.4,1.0,28.3,477430,17.4,16.6,16.9
VBG,5.7,7.9,3.5,0.0,0.0,0.0,0,0.0,0.0,0.0
VBH,17.4,20.0,14.8,20.0,0.1,0.1,2000,20.0,20.0,20.0
VC5,2.9,3.3,2.5,0.0,0.0,0.0,0,0.0,0.0,0.0
VCE,8.0,11.2,4.8,0.0,0.0,0.0,0,0.0,0.0,0.0
VCP,29.5,33.9,25.1,30.0,0.2,0.2,6000,30.0,30.0,30.0
VCR,44.9,51.6,38.2,46.6,0.2,120.5,5577970,48.0,44.1,46.3
VCT,12.3,14.1,10.5,0.0,0.0,0.0,0,0.0,0.0,0.0
VCW,41.0,47.1,34.9,0.0,0.0,0.0,0,0.0,0.0,0.0
VCX,9.7,11.1,8.3,0.0,0.0,0.0,0,0.0,0.0,0.0
VDB,1.0,1.4,0.6,0.0,0.0,0.0,0,0.0,0.0,0.0
VDM,10.2,14.2,6.2,0.0,0.0,0.0,0,0.0,0.0,0.0
VDN,19.4,22.3,16.5,0.0,0.0,0.0,0,0.0,0.0,0.0
VDT,29.0,33.3,24.7,0.0,0.0,0.0,0,0.0,0.0,0.0
VE9,6.3,7.2,5.4,6.8,0.1,51.1,334870,6.9,6.1,6.6
VEA,42.0,48.3,35.7,43.0,0.2,40.4,1707570,43.0,41.8,42.3
VEC,16.2,18.6,13.8,16.9,1.0,6.3,105010,17.0,16.2,16.7
VEF,182.9,210.3,155.5,187.0,0.1,11.6,2143010,187.0,183.0,184.7
VES,4.1,4.7,3.5,0.0,0.0,0.0,0,0.0,0.0,0.0
VET,77.0,88.5,65.5,77.0,0.5,1.5,115500,77.0,77.0,77.0
VFC,18.0,20.7,15.3,20.7,0.3,0.4,8260,20.7,20.5,20.6
VFR,9.1,10.4,7.8,9.1,0.2,1.3,11130,9.1,7.9,8.6
VFS,14.0,16.1,11.9,14.3,0.1,20.0,283370,14.3,13.7,14.2
VGG,45.7,52.5,38.9,45.8,0.1,5.2,236040,47.8,44.5,45.4
VGI,29.7,34.1,25.3,30.4,0.1,201.0,5976910,30.7,29.0,29.7
VGL,34.5,39.6,29.4,0.0,0.0,0.0,0,0.0,0.0,0.0
VGR,35.7,41.0,30.4,35.7,0.1,1.1,39270,35.7,35.7,35.7
VGT,24.2,27.8,20.6,25.5,0.3,2090.7,52307340,25.6,24.4,25.0
VGV,13.0,14.9,11.1,13.5,0.5,8.0,109690,14.5,13.5,13.7
VHD,30.5,35.0,26.0,31.0,0.5,3.8,117720,31.0,30.9,31.0
VHF,12.5,17.5,7.5,0.0,0.0,0.0,0,0.0,0.0,0.0
VHG,9.2,10.5,7.9,9.6,0.4,13230.8,117553370,10.2,7.9,8.9
VHH,8.5,9.7,7.3,9.5,0.4,2.7,25550,9.5,8.5,9.5
VHI,9.2,12.8,5.6,0.0,0.0,0.0,0,0.0,0.0,0.0
VIH,13.0,14.9,11.1,0.0,0.0,0.0,0,0.0,0.0,0.0
VIM,22.1,25.4,18.8,0.0,0.0,0.0,0,0.0,0.0,0.0
VIN,16.9,19.4,14.4,19.3,0.2,0.3,5790,19.3,19.3,19.3
VIR,8.1,9.3,6.9,0.0,0.0,0.0,0,0.0,0.0,0.0
VIW,17.8,20.4,15.2,0.0,0.0,0.0,0,0.0,0.0,0.0
VKD,100.0,115.0,85.0,100.0,0.4,1.1,109000,100.0,95.0,99.1
VKP,0.5,0.6,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0
VLB,52.8,60.7,44.9,54.0,0.3,47.8,2588030,55.0,53.2,54.1
VLC,28.9,33.2,24.6,32.4,0.1,17.0,503000,32.4,28.1,29.6
VLF,2.9,3.3,2.5,0.0,0.0,0.0,0,0.0,0.0,0.0
VLG,7.8,8.9,6.7,8.7,0.1,14.6,124720,8.8,8.3,8.5
VLP,1.1,1.5,0.7,0.0,0.0,0.0,0,0.0,0.0,0.0
VLW,24.0,27.6,20.4,0.0,0.0,0.0,0,0.0,0.0,0.0
VMA,7.0,9.8,4.2,0.0,0.0,0.0,0,0.0,0.0,0.0
VMG,7.7,8.8,6.6,8.6,0.1,7.2,62710,8.8,8.6,8.7
VMI,2.7,3.1,2.3,0.0,0.0,0.0,0,0.0,0.0,0.0
VNA,20.8,23.9,17.7,22.8,1.0,163.9,3661810,23.0,20.5,22.3
VNB,18.0,20.7,15.3,18.8,0.1,97.1,1794850,19.1,17.9,18.5
VNH,5.7,6.5,4.9,6.5,1.0,123.1,774530,6.5,5.7,6.3
VNI,15.5,17.8,13.2,0.0,0.0,0.0,0,0.0,0.0,0.0
VNP,22.8,26.2,19.4,22.9,0.2,55.7,1260630,22.9,22.5,22.6
VNX,39.7,45.6,33.8,0.0,0.0,0.0,0,0.0,0.0,0.0
VNY,6.3,7.2,5.4,0.0,0.0,0.0,0,0.0,0.0,0.0
VOC,26.9,30.9,22.9,27.0,0.1,85.9,2258290,27.0,25.9,26.3
VPA,7.5,8.6,6.4,7.0,0.1,0.6,4320,7.3,7.0,7.2
VPC,5.9,6.7,5.1,0.0,0.0,0.0,0,0.0,0.0,0.0
VPR,24.0,27.6,20.4,0.0,0.0,0.0,0,0.0,0.0,0.0
VPW,10.7,14.9,6.5,0.0,0.0,0.0,0,0.0,0.0,0.0
VQC,17.1,19.6,14.6,0.0,0.0,0.0,0,0.0,0.0,0.0
VRG,31.4,36.1,26.7,31.2,0.1,1.9,58430,31.2,27.6,30.8
VSE,10.7,12.3,9.1,11.9,0.5,23.0,249780,11.9,10.6,10.9
VSF,8.2,9.4,7.0,0.0,0.0,0.0,0,0.0,0.0,0.0
VSG,3.6,4.1,3.1,0.0,0.0,0.0,0,0.0,0.0,0.0
VSN,33.7,38.7,28.7,33.7,0.5,3.4,114580,33.7,33.7,33.7
VSP,1.1,1.2,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
VST,3.7,4.2,3.2,0.0,0.0,0.0,0,0.0,0.0,0.0
VTA,7.4,8.5,6.3,7.8,0.1,6.7,47270,7.8,6.9,7.1
VTD,15.2,17.4,13.0,15.3,0.1,106.7,1622500,15.5,15.0,15.2
VTE,8.2,9.4,7.0,8.1,0.1,6.6,53610,8.2,8.1,8.1
VTG,11.5,13.2,9.8,0.0,0.0,0.0,0,0.0,0.0,0.0
VTI,6.8,7.8,5.8,0.0,0.0,0.0,0,0.0,0.0,0.0
VTK,28.7,33.0,24.4,28.0,0.1,0.1,2800,28.0,28.0,28.0
VTM,21.8,30.5,13.1,0.0,0.0,0.0,0,0.0,0.0,0.0
VTP,67.2,77.2,57.2,68.7,0.1,71.1,4842050,68.7,66.9,68.1
VTQ,18.7,26.1,11.3,0.0,0.0,0.0,0,0.0,0.0,0.0
VTR,32.3,37.1,27.5,0.0,0.0,0.0,0,0.0,0.0,0.0
VTS,14.4,16.5,12.3,0.0,0.0,0.0,0,0.0,0.0,0.0
VTX,18.6,21.3,15.9,0.0,0.0,0.0,0,0.0,0.0,0.0
VVN,4.3,4.9,3.7,0.0,0.0,0.0,0,0.0,0.0,0.0
VW3,14.2,16.3,12.1,0.0,0.0,0.0,0,0.0,0.0,0.0
VWS,15.6,17.9,13.3,0.0,0.0,0.0,0,0.0,0.0,0.0
VXP,22.0,30.8,13.2,0.0,0.0,0.0,0,0.0,0.0,0.0
VXT,14.4,20.1,8.7,0.0,0.0,0.0,0,0.0,0.0,0.0
WSB,49.7,57.1,42.3,50.3,0.1,0.7,34850,50.5,49.5,49.8
WTC,36.6,42.0,31.2,40.0,0.1,3.5,126510,41.4,35.0,36.1
X26,16.8,19.3,14.3,0.0,0.0,0.0,0,0.0,0.0,0.0
X77,0.3,0.4,0.2,0.0,0.0,0.0,0,0.0,0.0,0.0
XDH,7.7,10.7,4.7,0.0,0.0,0.0,0,0.0,0.0,0.0
XHC,26.0,29.9,22.1,0.0,0.0,0.0,0,0.0,0.0,0.0
XLV,10.8,12.4,9.2,0.0,0.0,0.0,0,0.0,0.0,0.0
XMC,13.0,14.9,11.1,14.0,0.1,24.4,328820,14.0,13.0,13.5
XMD,1.9,2.6,1.2,0.0,0.0,0.0,0,0.0,0.0,0.0
XMP,16.5,18.9,14.1,16.3,1.0,10.0,163400,16.4,16.3,16.3
XPH,11.0,12.6,9.4,10.6,1.0,1.5,15680,10.6,9.5,10.5
YBC,12.3,14.1,10.5,10.5,0.2,0.6,6300,10.5,10.5,10.5
YTC,57.0,65.5,48.5,0.0,0.0,0.0,0,0.0,0.0,0.0
